19:07:01.619811 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:02.449367 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:03.452027 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.622817 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.840262 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:07:04.840945 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:07:05.040806 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:05.450558 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:06.043188 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:06.449101 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.043045 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:07.629265 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.756949 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:08.451242 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:08.760092 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:09.045196 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:09.451225 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:09.760228 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:10.046685 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:10.632524 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:10.761448 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:11.046675 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:11.452645 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:12.451937 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:13.047367 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:13.637385 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:14.045034 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:14.450992 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:15.046835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:15.449035 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:16.643481 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:17.451972 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:18.049667 IP 192.168.184.131.52872 > 192.168.184.132.mysql: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.053352 IP 192.168.184.132.6792 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053371 IP 192.168.184.132.1100 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053375 IP 192.168.184.132.32784 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053405 IP 192.168.184.132.32781 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053410 IP 192.168.184.132.64623 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053426 IP 192.168.184.132.7800 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053431 IP 192.168.184.132.1035 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053492 IP 192.168.184.132.3261 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053502 IP 192.168.184.132.1310 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053558 IP 192.168.184.132.32785 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053563 IP 192.168.184.132.9999 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053579 IP 192.168.184.132.32769 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053583 IP 192.168.184.132.kshell > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053598 IP 192.168.184.132.x11-7 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053603 IP 192.168.184.132.32771 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053617 IP 192.168.184.132.125 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053622 IP 192.168.184.132.1090 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053681 IP 192.168.184.132.3800 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053690 IP 192.168.184.132.1033 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053727 IP 192.168.184.132.9595 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053732 IP 192.168.184.132.1213 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053748 IP 192.168.184.132.1052 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053753 IP 192.168.184.132.bacula-dir > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053770 IP 192.168.184.132.1247 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053775 IP 192.168.184.132.2006 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053790 IP 192.168.184.132.2710 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053839 IP 192.168.184.132.3580 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053877 IP 192.168.184.132.eklogin > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053882 IP 192.168.184.132.1056 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053897 IP 192.168.184.132.50300 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053902 IP 192.168.184.132.ldap > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053918 IP 192.168.184.132.31038 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053922 IP 192.168.184.132.2557 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053937 IP 192.168.184.132.3914 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053942 IP 192.168.184.132.9618 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.053957 IP 192.168.184.132.1029 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.058508 IP 192.168.184.131.52872 > 192.168.184.132.10002: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058631 IP 192.168.184.131.52872 > 192.168.184.132.spamd: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058637 IP 192.168.184.131.52872 > 192.168.184.132.5298: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058669 IP 192.168.184.131.52872 > 192.168.184.132.gris: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058675 IP 192.168.184.131.52872 > 192.168.184.132.10617: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058707 IP 192.168.184.131.52872 > 192.168.184.132.1875: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058712 IP 192.168.184.131.52872 > 192.168.184.132.2001: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058727 IP 192.168.184.131.52872 > 192.168.184.132.34573: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058820 IP 192.168.184.131.52872 > 192.168.184.132.6101: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058830 IP 192.168.184.131.52872 > 192.168.184.132.1234: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058862 IP 192.168.184.131.52872 > 192.168.184.132.5544: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058867 IP 192.168.184.131.52872 > 192.168.184.132.14238: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058883 IP 192.168.184.131.52872 > 192.168.184.132.1102: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058905 IP 192.168.184.131.52872 > 192.168.184.132.89: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058909 IP 192.168.184.131.52872 > 192.168.184.132.6839: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058925 IP 192.168.184.131.52872 > 192.168.184.132.2020: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.058950 IP 192.168.184.131.52872 > 192.168.184.132.2045: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059022 IP 192.168.184.131.52872 > 192.168.184.132.2099: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059031 IP 192.168.184.131.52872 > 192.168.184.132.52673: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059048 IP 192.168.184.131.52872 > 192.168.184.132.35500: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059070 IP 192.168.184.131.52872 > 192.168.184.132.5001: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059075 IP 192.168.184.131.52872 > 192.168.184.132.x11-1: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059102 IP 192.168.184.131.52872 > 192.168.184.132.8045: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059107 IP 192.168.184.131.52872 > 192.168.184.132.6389: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059122 IP 192.168.184.131.52872 > 192.168.184.132.2042: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059127 IP 192.168.184.131.52872 > 192.168.184.132.646: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059156 IP 192.168.184.131.52872 > 192.168.184.132.9878: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059161 IP 192.168.184.131.52872 > 192.168.184.132.8031: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059190 IP 192.168.184.131.52872 > 192.168.184.132.9943: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059195 IP 192.168.184.131.52872 > 192.168.184.132.3128: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059223 IP 192.168.184.131.52872 > 192.168.184.132.7103: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059228 IP 192.168.184.131.52872 > 192.168.184.132.49161: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059246 IP 192.168.184.131.52872 > 192.168.184.132.gsiftp: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059268 IP 192.168.184.131.52872 > 192.168.184.132.8290: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059273 IP 192.168.184.131.52872 > 192.168.184.132.1840: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059289 IP 192.168.184.131.52872 > 192.168.184.132.amandaidx: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059320 IP 192.168.184.131.52872 > 192.168.184.132.finger: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059325 IP 192.168.184.131.52872 > 192.168.184.132.ircd: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059352 IP 192.168.184.131.52872 > 192.168.184.132.6156: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059357 IP 192.168.184.131.52872 > 192.168.184.132.xtell: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059386 IP 192.168.184.131.52872 > 192.168.184.132.3784: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059391 IP 192.168.184.131.52872 > 192.168.184.132.2002: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059406 IP 192.168.184.131.52872 > 192.168.184.132.1287: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059426 IP 192.168.184.131.52872 > 192.168.184.132.whois: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059431 IP 192.168.184.131.52872 > 192.168.184.132.shell: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059460 IP 192.168.184.131.52872 > 192.168.184.132.5925: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059465 IP 192.168.184.131.52872 > 192.168.184.132.18101: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059481 IP 192.168.184.131.52872 > 192.168.184.132.32772: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059487 IP 192.168.184.131.52872 > 192.168.184.132.1248: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059505 IP 192.168.184.131.52872 > 192.168.184.132.1031: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.059527 IP 192.168.184.132.10002 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059531 IP 192.168.184.132.spamd > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059611 IP 192.168.184.132.5298 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059617 IP 192.168.184.132.gris > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059633 IP 192.168.184.132.10617 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059637 IP 192.168.184.132.1875 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059665 IP 192.168.184.132.2001 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059670 IP 192.168.184.132.34573 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059686 IP 192.168.184.132.6101 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059690 IP 192.168.184.132.1234 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059705 IP 192.168.184.132.5544 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059709 IP 192.168.184.132.14238 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059724 IP 192.168.184.132.1102 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059729 IP 192.168.184.132.89 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059744 IP 192.168.184.132.6839 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059748 IP 192.168.184.132.2020 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059780 IP 192.168.184.132.2045 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059784 IP 192.168.184.132.2099 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059800 IP 192.168.184.132.52673 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059804 IP 192.168.184.132.35500 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059819 IP 192.168.184.132.5001 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059823 IP 192.168.184.132.x11-1 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059838 IP 192.168.184.132.8045 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059843 IP 192.168.184.132.6389 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059858 IP 192.168.184.132.2042 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059862 IP 192.168.184.132.646 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059877 IP 192.168.184.132.9878 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059881 IP 192.168.184.132.8031 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059911 IP 192.168.184.132.9943 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059916 IP 192.168.184.132.3128 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059931 IP 192.168.184.132.7103 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059936 IP 192.168.184.132.49161 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.059953 IP 192.168.184.132.gsiftp > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060065 IP 192.168.184.132.8290 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060075 IP 192.168.184.132.1840 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060100 IP 192.168.184.132.amandaidx > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060105 IP 192.168.184.132.finger > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060121 IP 192.168.184.132.ircd > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060126 IP 192.168.184.132.6156 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060322 IP 192.168.184.132.xtell > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060333 IP 192.168.184.132.3784 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060365 IP 192.168.184.132.2002 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060370 IP 192.168.184.132.1287 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060386 IP 192.168.184.132.whois > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060391 IP 192.168.184.132.shell > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060406 IP 192.168.184.132.5925 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060431 IP 192.168.184.132.18101 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060436 IP 192.168.184.132.32772 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060451 IP 192.168.184.132.1248 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.060457 IP 192.168.184.132.1031 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065005 IP 192.168.184.131.52872 > 192.168.184.132.wipld: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065107 IP 192.168.184.131.52872 > 192.168.184.132.1198: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065114 IP 192.168.184.131.52872 > 192.168.184.132.49154: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065131 IP 192.168.184.131.52872 > 192.168.184.132.urd: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065152 IP 192.168.184.131.52872 > 192.168.184.132.3351: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065157 IP 192.168.184.131.52872 > 192.168.184.132.5999: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065184 IP 192.168.184.131.52872 > 192.168.184.132.6689: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065189 IP 192.168.184.131.52872 > 192.168.184.132.5800: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065269 IP 192.168.184.131.52872 > 192.168.184.132.3814: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065278 IP 192.168.184.131.52872 > 192.168.184.132.15004: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065307 IP 192.168.184.131.52872 > 192.168.184.132.zope-ftp: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065312 IP 192.168.184.131.52872 > 192.168.184.132.1000: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065328 IP 192.168.184.131.52872 > 192.168.184.132.19780: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065353 IP 192.168.184.131.52872 > 192.168.184.132.chargen: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065358 IP 192.168.184.131.52872 > 192.168.184.132.2103: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065384 IP 192.168.184.131.52872 > 192.168.184.132.discard: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065391 IP 192.168.184.131.52872 > 192.168.184.132.593: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065469 IP 192.168.184.131.52872 > 192.168.184.132.9200: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065478 IP 192.168.184.131.52872 > 192.168.184.132.4: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065506 IP 192.168.184.131.52872 > 192.168.184.132.5431: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065511 IP 192.168.184.131.52872 > 192.168.184.132.5730: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065527 IP 192.168.184.131.52872 > 192.168.184.132.1002: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065551 IP 192.168.184.131.52872 > 192.168.184.132.900: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065556 IP 192.168.184.131.52872 > 192.168.184.132.50003: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065583 IP 192.168.184.131.52872 > 192.168.184.132.15003: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065587 IP 192.168.184.131.52872 > 192.168.184.132.9944: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065602 IP 192.168.184.131.52872 > 192.168.184.132.1039: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065673 IP 192.168.184.131.52872 > 192.168.184.132.4848: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065682 IP 192.168.184.131.52872 > 192.168.184.132.9666: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065714 IP 192.168.184.131.52872 > 192.168.184.132.4321: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065719 IP 192.168.184.131.52872 > 192.168.184.132.4550: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065735 IP 192.168.184.131.52872 > 192.168.184.132.24444: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065741 IP 192.168.184.131.52872 > 192.168.184.132.2288: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065758 IP 192.168.184.131.52872 > 192.168.184.132.4662: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065762 IP 192.168.184.131.52872 > 192.168.184.132.klogin: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065777 IP 192.168.184.131.52872 > 192.168.184.132.5906: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065845 IP 192.168.184.131.52872 > 192.168.184.132.16018: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065855 IP 192.168.184.131.52872 > 192.168.184.132.1688: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:08:15.065887 IP 192.168.184.132.wipld > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065957 IP 192.168.184.132.1198 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065963 IP 192.168.184.132.49154 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065979 IP 192.168.184.132.urd > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065983 IP 192.168.184.132.3351 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.065998 IP 192.168.184.132.5999 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066020 IP 192.168.184.132.6689 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066025 IP 192.168.184.132.5800 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066041 IP 192.168.184.132.3814 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066045 IP 192.168.184.132.15004 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066060 IP 192.168.184.132.zope-ftp > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066065 IP 192.168.184.132.1000 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066079 IP 192.168.184.132.19780 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:08:15.066084 IP 192.168.184.132.chargen > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
