19:04:35.631986 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:37.132259 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:38.630191 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:43.614957 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:04:43.615679 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:04:43.818733 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:44.819908 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:45.819838 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:47.822741 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:48.822687 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:49.821206 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:51.451683 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:51.822887 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:52.610048 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:52.820835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:53.449673 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:53.821012 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:54.451687 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:55.616086 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.449986 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.825850 IP 192.168.184.131.58477 > 192.168.184.132.imaps: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026688 IP 192.168.184.131.58477 > 192.168.184.132.16001: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026732 IP 192.168.184.132.1805 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026737 IP 192.168.184.132.9503 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026757 IP 192.168.184.132.32784 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026771 IP 192.168.184.131.58477 > 192.168.184.132.1163: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026775 IP 192.168.184.131.58477 > 192.168.184.132.32783: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026792 IP 192.168.184.131.58477 > 192.168.184.132.1244: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026796 IP 192.168.184.131.58477 > 192.168.184.132.8291: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026829 IP 192.168.184.131.58477 > 192.168.184.132.2875: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026834 IP 192.168.184.131.58477 > 192.168.184.132.19801: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026863 IP 192.168.184.131.58477 > 192.168.184.132.qotd: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026868 IP 192.168.184.131.58477 > 192.168.184.132.45100: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026895 IP 192.168.184.132.3007 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026916 IP 192.168.184.132.1042 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026921 IP 192.168.184.132.5952 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026951 IP 192.168.184.132.2288 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026956 IP 192.168.184.132.1935 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026974 IP 192.168.184.132.31337 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.026989 IP 192.168.184.131.58477 > 192.168.184.132.5802: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.026993 IP 192.168.184.131.58477 > 192.168.184.132.nntps: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027010 IP 192.168.184.131.58477 > 192.168.184.132.7778: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027035 IP 192.168.184.131.58477 > 192.168.184.132.5998: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027056 IP 192.168.184.131.58477 > 192.168.184.132.49157: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027061 IP 192.168.184.131.58477 > 192.168.184.132.1147: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027077 IP 192.168.184.131.58477 > 192.168.184.132.5226: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027111 IP 192.168.184.132.1875 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027116 IP 192.168.184.132.10215 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027144 IP 192.168.184.132.16001 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027149 IP 192.168.184.132.1163 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027191 IP 192.168.184.131.58477 > 192.168.184.132.2005: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027196 IP 192.168.184.131.58477 > 192.168.184.132.tacacs: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027213 IP 192.168.184.131.58477 > 192.168.184.132.1840: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027217 IP 192.168.184.131.58477 > 192.168.184.132.16000: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027247 IP 192.168.184.131.58477 > 192.168.184.132.3000: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027252 IP 192.168.184.131.58477 > 192.168.184.132.5100: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027267 IP 192.168.184.131.58477 > 192.168.184.132.lotusnote: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027302 IP 192.168.184.132.32783 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027307 IP 192.168.184.132.1244 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027326 IP 192.168.184.132.8291 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027331 IP 192.168.184.132.2875 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027359 IP 192.168.184.132.19801 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027364 IP 192.168.184.132.qotd > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027380 IP 192.168.184.132.45100 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027394 IP 192.168.184.131.58477 > 192.168.184.132.51103: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027398 IP 192.168.184.131.58477 > 192.168.184.132.isakmp: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027414 IP 192.168.184.131.58477 > 192.168.184.132.57797: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027440 IP 192.168.184.131.58477 > 192.168.184.132.301: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027445 IP 192.168.184.131.58477 > 192.168.184.132.1065: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027473 IP 192.168.184.131.58477 > 192.168.184.132.1097: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027478 IP 192.168.184.131.58477 > 192.168.184.132.1580: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027504 IP 192.168.184.132.5802 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027527 IP 192.168.184.132.nntps > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027532 IP 192.168.184.132.7778 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027562 IP 192.168.184.132.5998 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027567 IP 192.168.184.132.49157 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027582 IP 192.168.184.132.1147 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027587 IP 192.168.184.132.5226 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027613 IP 192.168.184.131.58477 > 192.168.184.132.85: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027617 IP 192.168.184.131.58477 > 192.168.184.132.9099: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027635 IP 192.168.184.131.58477 > 192.168.184.132.5988: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027659 IP 192.168.184.131.58477 > 192.168.184.132.56738: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027664 IP 192.168.184.131.58477 > 192.168.184.132.7201: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027680 IP 192.168.184.131.58477 > 192.168.184.132.16018: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027684 IP 192.168.184.131.58477 > 192.168.184.132.7103: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.027712 IP 192.168.184.132.2005 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027717 IP 192.168.184.132.tacacs > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027768 IP 192.168.184.132.1840 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027807 IP 192.168.184.132.16000 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027812 IP 192.168.184.132.3000 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027829 IP 192.168.184.132.5100 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027897 IP 192.168.184.132.lotusnote > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027905 IP 192.168.184.132.51103 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027929 IP 192.168.184.132.isakmp > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027989 IP 192.168.184.132.57797 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.027996 IP 192.168.184.132.301 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028021 IP 192.168.184.132.1065 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028026 IP 192.168.184.132.1097 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028154 IP 192.168.184.132.1580 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028167 IP 192.168.184.132.85 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028202 IP 192.168.184.132.9099 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028227 IP 192.168.184.132.5988 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028233 IP 192.168.184.132.56738 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028249 IP 192.168.184.132.7201 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028253 IP 192.168.184.132.16018 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.028268 IP 192.168.184.132.7103 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034389 IP 192.168.184.131.58477 > 192.168.184.132.691: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034499 IP 192.168.184.131.58477 > 192.168.184.132.3168: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034505 IP 192.168.184.131.58477 > 192.168.184.132.40911: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034534 IP 192.168.184.131.58477 > 192.168.184.132.63331: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034540 IP 192.168.184.131.58477 > 192.168.184.132.1011: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034559 IP 192.168.184.131.58477 > 192.168.184.132.481: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034581 IP 192.168.184.131.58477 > 192.168.184.132.amandaidx: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034586 IP 192.168.184.131.58477 > 192.168.184.132.7200: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034614 IP 192.168.184.131.58477 > 192.168.184.132.125: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034619 IP 192.168.184.131.58477 > 192.168.184.132.4000: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034635 IP 192.168.184.131.58477 > 192.168.184.132.5009: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034655 IP 192.168.184.131.58477 > 192.168.184.132.3737: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034660 IP 192.168.184.131.58477 > 192.168.184.132.8082: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034675 IP 192.168.184.131.58477 > 192.168.184.132.32769: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034696 IP 192.168.184.131.58477 > 192.168.184.132.pop2: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034701 IP 192.168.184.131.58477 > 192.168.184.132.19315: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034731 IP 192.168.184.131.58477 > 192.168.184.132.1130: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034736 IP 192.168.184.131.58477 > 192.168.184.132.chargen: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034752 IP 192.168.184.131.58477 > 192.168.184.132.9207: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034771 IP 192.168.184.131.58477 > 192.168.184.132.60020: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034792 IP 192.168.184.131.58477 > 192.168.184.132.898: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034812 IP 192.168.184.131.58477 > 192.168.184.132.7741: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034817 IP 192.168.184.131.58477 > 192.168.184.132.4848: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034832 IP 192.168.184.131.58477 > 192.168.184.132.8402: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034855 IP 192.168.184.131.58477 > 192.168.184.132.8200: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034860 IP 192.168.184.131.58477 > 192.168.184.132.5922: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034888 IP 192.168.184.131.58477 > 192.168.184.132.3211: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034893 IP 192.168.184.131.58477 > 192.168.184.132.8031: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.034939 IP 192.168.184.132.691 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034945 IP 192.168.184.132.3168 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034965 IP 192.168.184.132.40911 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034970 IP 192.168.184.132.63331 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034985 IP 192.168.184.132.1011 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.034990 IP 192.168.184.132.481 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035017 IP 192.168.184.132.amandaidx > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035022 IP 192.168.184.132.7200 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035037 IP 192.168.184.132.125 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035042 IP 192.168.184.132.4000 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035057 IP 192.168.184.132.5009 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035072 IP 192.168.184.131.58477 > 192.168.184.132.28201: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035099 IP 192.168.184.131.58477 > 192.168.184.132.2007: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035104 IP 192.168.184.131.58477 > 192.168.184.132.1070: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035133 IP 192.168.184.131.58477 > 192.168.184.132.1461: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035138 IP 192.168.184.131.58477 > 192.168.184.132.7019: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035154 IP 192.168.184.131.58477 > 192.168.184.132.32768: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035158 IP 192.168.184.131.58477 > 192.168.184.132.1072: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035186 IP 192.168.184.131.58477 > 192.168.184.132.27356: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035191 IP 192.168.184.131.58477 > 192.168.184.132.1123: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035217 IP 192.168.184.131.58477 > 192.168.184.132.5811: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035222 IP 192.168.184.131.58477 > 192.168.184.132.254: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035252 IP 192.168.184.131.58477 > 192.168.184.132.8300: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035257 IP 192.168.184.131.58477 > 192.168.184.132.8009: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035284 IP 192.168.184.132.3737 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035306 IP 192.168.184.132.8082 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035311 IP 192.168.184.132.32769 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035347 IP 192.168.184.132.pop2 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035352 IP 192.168.184.132.19315 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035367 IP 192.168.184.132.1130 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035372 IP 192.168.184.132.chargen > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035389 IP 192.168.184.132.9207 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035394 IP 192.168.184.132.60020 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035409 IP 192.168.184.132.898 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035444 IP 192.168.184.131.58477 > 192.168.184.132.8100: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035448 IP 192.168.184.131.58477 > 192.168.184.132.280: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035478 IP 192.168.184.131.58477 > 192.168.184.132.4449: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035483 IP 192.168.184.131.58477 > 192.168.184.132.687: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035498 IP 192.168.184.131.58477 > 192.168.184.132.981: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035502 IP 192.168.184.131.58477 > 192.168.184.132.2068: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035533 IP 192.168.184.131.58477 > 192.168.184.132.5961: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035538 IP 192.168.184.131.58477 > 192.168.184.132.1138: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035553 IP 192.168.184.131.58477 > 192.168.184.132.8873: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:11.035568 IP 192.168.184.132.7741 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035571 IP 192.168.184.132.4848 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035633 IP 192.168.184.132.8402 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035638 IP 192.168.184.132.8200 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035669 IP 192.168.184.132.5922 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035674 IP 192.168.184.132.3211 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035690 IP 192.168.184.132.8031 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035695 IP 192.168.184.132.28201 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035710 IP 192.168.184.132.2007 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
19:05:11.035715 IP 192.168.184.132.1070 > 192.168.184.131.58477: Flags [R.], seq 0, ack 4278299907, win 0, length 0
