19:12:13.207477 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:12:13.208242 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:12:13.410242 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:14.408118 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:15.410108 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:17.412486 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:18.414511 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:19.412617 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:21.414260 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:22.414352 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:23.414382 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:26.415309 IP 192.168.184.131.55457 > 192.168.184.132.telnet: Flags [S], seq 2900692532, win 1024, options [mss 1460], length 0
19:15:30.777977 IP 192.168.184.131.33634 > 192.168.184.132.1105: Flags [S], seq 3751167893, win 1024, options [mss 1460], length 0
19:15:30.778015 IP 192.168.184.132.6 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778020 IP 192.168.184.132.1166 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778048 IP 192.168.184.132.4045 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778053 IP 192.168.184.132.32776 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778079 IP 192.168.184.131.33634 > 192.168.184.132.1082: Flags [S], seq 3751167893, win 1024, options [mss 1460], length 0
19:15:30.778083 IP 192.168.184.131.33634 > 192.168.184.132.19283: Flags [S], seq 3751167893, win 1024, options [mss 1460], length 0
19:15:30.778099 IP 192.168.184.131.33634 > 192.168.184.132.6100: Flags [S], seq 3751167893, win 1024, options [mss 1460], length 0
19:15:30.778124 IP 192.168.184.131.33634 > 192.168.184.132.16992: Flags [S], seq 3751167893, win 1024, options [mss 1460], length 0
19:15:30.778138 IP 192.168.184.132.2001 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778141 IP 192.168.184.132.44443 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778200 IP 192.168.184.132.3871 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778204 IP 192.168.184.132.3827 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778220 IP 192.168.184.132.1079 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778296 IP 192.168.184.132.3784 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778304 IP 192.168.184.132.1046 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778329 IP 192.168.184.132.time > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778389 IP 192.168.184.132.5850 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778457 IP 192.168.184.132.40193 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778462 IP 192.168.184.132.51493 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778477 IP 192.168.184.132.zope-ftp > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778482 IP 192.168.184.132.5030 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778497 IP 192.168.184.132.omirr > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778501 IP 192.168.184.132.1105 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778581 IP 192.168.184.132.1082 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778589 IP 192.168.184.132.19283 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778657 IP 192.168.184.132.6100 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.778661 IP 192.168.184.132.16992 > 192.168.184.131.33634: Flags [R.], seq 0, ack 3751167894, win 0, length 0
19:15:30.831584 IP 192.168.184.131.33635 > 192.168.184.132.26: Flags [S], seq 3751233428, win 1024, options [mss 1460], length 0
19:15:30.831913 IP 192.168.184.132.26 > 192.168.184.131.33635: Flags [R.], seq 0, ack 3751233429, win 0, length 0
19:15:30.913535 IP 192.168.184.131.33635 > 192.168.184.132.16992: Flags [S], seq 3751233428, win 1024, options [mss 1460], length 0
19:15:30.913805 IP 192.168.184.132.16992 > 192.168.184.131.33635: Flags [R.], seq 0, ack 3751233429, win 0, length 0
19:15:40.085753 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:15:40.086556 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:15:40.288371 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:41.285030 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:42.288140 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:44.289754 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:45.291862 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:46.290784 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:48.294074 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:49.294046 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:50.294016 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:15:51.122743 IP 192.168.184.1.bootpc > 192.168.184.254.bootps: BOOTP/DHCP, Request from 00:50:56:c0:00:08 (oui Unknown), length 315
19:15:51.123026 IP 192.168.184.254.bootps > 192.168.184.1.bootpc: BOOTP/DHCP, Reply, length 300
19:15:51.125829 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:15:51.127305 IP6 fe80::e120:8667:1991:5ecf > ff02::16: HBH ICMP6, multicast listener report v2, 1 group record(s), length 28
19:15:51.127366 IP 192.168.184.1 > 224.0.0.22: igmp v3 report, 1 group record(s)
19:15:51.135820 IP6 fe80::e120:8667:1991:5ecf > ff02::16: HBH ICMP6, multicast listener report v2, 1 group record(s), length 28
19:15:51.135956 IP 192.168.184.1 > 224.0.0.22: igmp v3 report, 1 group record(s)
19:15:51.136475 IP6 fe80::e120:8667:1991:5ecf > ff02::16: HBH ICMP6, multicast listener report v2, 1 group record(s), length 28
19:15:51.136587 IP 192.168.184.1 > 224.0.0.22: igmp v3 report, 1 group record(s)
19:15:51.139572 IP6 fe80::e120:8667:1991:5ecf > ff02::16: HBH ICMP6, multicast listener report v2, 1 group record(s), length 28
19:15:51.139712 IP 192.168.184.1 > 224.0.0.22: igmp v3 report, 1 group record(s)
19:15:51.141176 IP6 fe80::e120:8667:1991:5ecf.50550 > ff02::1:3.hostmon: UDP, length 33
19:15:51.141380 IP 192.168.184.1.50550 > 224.0.0.252.hostmon: UDP, length 33
19:15:51.449936 IP 192.168.184.1 > 224.0.0.22: igmp v3 report, 1 group record(s)
19:15:51.450038 IP6 fe80::e120:8667:1991:5ecf > ff02::16: HBH ICMP6, multicast listener report v2, 1 group record(s), length 28
19:15:51.551857 IP6 fe80::e120:8667:1991:5ecf.50550 > ff02::1:3.hostmon: UDP, length 33
19:15:51.551940 IP 192.168.184.1.50550 > 224.0.0.252.hostmon: UDP, length 33
19:15:51.951133 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:15:52.949415 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:15:53.297709 IP 192.168.184.131.58042 > 192.168.184.132.smtp: Flags [none], win 1024, length 0
19:15:53.297725 IP 192.168.184.131.58042 > 192.168.184.132.1720: Flags [none], win 1024, length 0
19:15:53.297728 IP 192.168.184.131.58042 > 192.168.184.132.imap2: Flags [none], win 1024, length 0
19:15:53.297772 IP 192.168.184.131.58042 > 192.168.184.132.mysql: Flags [none], win 1024, length 0
19:15:53.297777 IP 192.168.184.131.58042 > 192.168.184.132.1723: Flags [none], win 1024, length 0
19:15:53.297814 IP 192.168.184.131.58042 > 192.168.184.132.microsoft-ds: Flags [none], win 1024, length 0
19:15:53.297847 IP 192.168.184.131.58042 > 192.168.184.132.telnet: Flags [none], win 1024, length 0
19:15:53.297876 IP 192.168.184.131.58042 > 192.168.184.132.5900: Flags [none], win 1024, length 0
19:15:53.298032 IP 192.168.184.131.58042 > 192.168.184.132.sunrpc: Flags [none], win 1024, length 0
19:15:53.298042 IP 192.168.184.131.58042 > 192.168.184.132.loc-srv: Flags [none], win 1024, length 0
19:15:53.298443 IP 192.168.184.132.smtp > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298490 IP 192.168.184.132.1720 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298535 IP 192.168.184.132.imap2 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298710 IP 192.168.184.132.mysql > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298775 IP 192.168.184.132.1723 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298805 IP 192.168.184.132.microsoft-ds > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298824 IP 192.168.184.132.telnet > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298841 IP 192.168.184.132.5900 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298858 IP 192.168.184.132.sunrpc > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:53.298875 IP 192.168.184.132.loc-srv > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.130981 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:15:54.400397 IP 192.168.184.131.58043 > 192.168.184.132.loc-srv: Flags [none], win 1024, length 0
19:15:54.400496 IP 192.168.184.131.58043 > 192.168.184.132.sunrpc: Flags [none], win 1024, length 0
19:15:54.400525 IP 192.168.184.131.58043 > 192.168.184.132.5900: Flags [none], win 1024, length 0
19:15:54.400543 IP 192.168.184.131.58043 > 192.168.184.132.telnet: Flags [none], win 1024, length 0
19:15:54.400570 IP 192.168.184.131.58043 > 192.168.184.132.microsoft-ds: Flags [none], win 1024, length 0
19:15:54.400596 IP 192.168.184.131.58043 > 192.168.184.132.1723: Flags [none], win 1024, length 0
19:15:54.400613 IP 192.168.184.131.58043 > 192.168.184.132.mysql: Flags [none], win 1024, length 0
19:15:54.400640 IP 192.168.184.131.58043 > 192.168.184.132.imap2: Flags [none], win 1024, length 0
19:15:54.400667 IP 192.168.184.131.58043 > 192.168.184.132.1720: Flags [none], win 1024, length 0
19:15:54.400684 IP 192.168.184.131.58042 > 192.168.184.132.domain: Flags [none], win 1024, length 0
19:15:54.400713 IP 192.168.184.131.58042 > 192.168.184.132.submission: Flags [none], win 1024, length 0
19:15:54.400740 IP 192.168.184.131.58042 > 192.168.184.132.smux: Flags [none], win 1024, length 0
19:15:54.400769 IP 192.168.184.131.58042 > 192.168.184.132.8888: Flags [none], win 1024, length 0
19:15:54.400785 IP 192.168.184.131.58042 > 192.168.184.132.pop3: Flags [none], win 1024, length 0
19:15:54.400812 IP 192.168.184.131.58042 > 192.168.184.132.https: Flags [none], win 1024, length 0
19:15:54.400841 IP 192.168.184.131.58042 > 192.168.184.132.256: Flags [none], win 1024, length 0
19:15:54.400896 IP 192.168.184.132.loc-srv > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.400928 IP 192.168.184.132.sunrpc > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.400956 IP 192.168.184.132.5900 > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.400972 IP 192.168.184.132.telnet > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.400998 IP 192.168.184.132.microsoft-ds > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.401015 IP 192.168.184.132.1723 > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.401030 IP 192.168.184.132.mysql > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.401057 IP 192.168.184.132.imap2 > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.401084 IP 192.168.184.132.1720 > 192.168.184.131.58043: Flags [R.], seq 0, ack 817794471, win 0, length 0
19:15:54.401125 IP 192.168.184.131.58042 > 192.168.184.132.ssh: Flags [none], win 1024, length 0
19:15:54.401157 IP 192.168.184.131.58042 > 192.168.184.132.netbios-ssn: Flags [none], win 1024, length 0
19:15:54.401175 IP 192.168.184.131.58042 > 192.168.184.132.pop3s: Flags [none], win 1024, length 0
19:15:54.401203 IP 192.168.184.131.58042 > 192.168.184.132.imaps: Flags [none], win 1024, length 0
19:15:54.401230 IP 192.168.184.131.58042 > 192.168.184.132.3389: Flags [none], win 1024, length 0
19:15:54.401261 IP 192.168.184.132.domain > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401279 IP 192.168.184.132.submission > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401306 IP 192.168.184.132.smux > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401334 IP 192.168.184.132.8888 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401361 IP 192.168.184.132.pop3 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401377 IP 192.168.184.132.https > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401394 IP 192.168.184.132.256 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401421 IP 192.168.184.132.ssh > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401466 IP 192.168.184.132.netbios-ssn > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401495 IP 192.168.184.132.pop3s > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401523 IP 192.168.184.132.imaps > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.401567 IP 192.168.184.132.3389 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404228 IP 192.168.184.131.58042 > 192.168.184.132.http: Flags [none], win 1024, length 0
19:15:54.404354 IP 192.168.184.131.58042 > 192.168.184.132.ftp: Flags [none], win 1024, length 0
19:15:54.404374 IP 192.168.184.131.58042 > 192.168.184.132.http-alt: Flags [none], win 1024, length 0
19:15:54.404401 IP 192.168.184.131.58042 > 192.168.184.132.1025: Flags [none], win 1024, length 0
19:15:54.404429 IP 192.168.184.131.58042 > 192.168.184.132.auth: Flags [none], win 1024, length 0
19:15:54.404455 IP 192.168.184.131.58042 > 192.168.184.132.rtsp: Flags [none], win 1024, length 0
19:15:54.404472 IP 192.168.184.131.58042 > 192.168.184.132.711: Flags [none], win 1024, length 0
19:15:54.404498 IP 192.168.184.131.58042 > 192.168.184.132.1840: Flags [none], win 1024, length 0
19:15:54.404527 IP 192.168.184.131.58042 > 192.168.184.132.9485: Flags [none], win 1024, length 0
19:15:54.404544 IP 192.168.184.131.58042 > 192.168.184.132.8181: Flags [none], win 1024, length 0
19:15:54.404571 IP 192.168.184.131.58042 > 192.168.184.132.481: Flags [none], win 1024, length 0
19:15:54.404601 IP 192.168.184.131.58042 > 192.168.184.132.1500: Flags [none], win 1024, length 0
19:15:54.404631 IP 192.168.184.131.58042 > 192.168.184.132.1234: Flags [none], win 1024, length 0
19:15:54.404673 IP 192.168.184.132.http > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404705 IP 192.168.184.132.ftp > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404722 IP 192.168.184.132.http-alt > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404749 IP 192.168.184.132.1025 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404776 IP 192.168.184.132.auth > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404792 IP 192.168.184.132.rtsp > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404819 IP 192.168.184.132.711 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404845 IP 192.168.184.132.1840 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404873 IP 192.168.184.132.9485 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.404925 IP 192.168.184.131.58042 > 192.168.184.132.3011: Flags [none], win 1024, length 0
19:15:54.404947 IP 192.168.184.131.58042 > 192.168.184.132.1079: Flags [none], win 1024, length 0
19:15:54.404976 IP 192.168.184.131.58042 > 192.168.184.132.webster: Flags [none], win 1024, length 0
19:15:54.405004 IP 192.168.184.131.58042 > 192.168.184.132.5500: Flags [none], win 1024, length 0
19:15:54.405023 IP 192.168.184.131.58042 > 192.168.184.132.4444: Flags [none], win 1024, length 0
19:15:54.405050 IP 192.168.184.131.58042 > 192.168.184.132.1092: Flags [none], win 1024, length 0
19:15:54.405076 IP 192.168.184.131.58042 > 192.168.184.132.33354: Flags [none], win 1024, length 0
19:15:54.405106 IP 192.168.184.131.58042 > 192.168.184.132.5001: Flags [none], win 1024, length 0
19:15:54.405160 IP 192.168.184.132.8181 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405190 IP 192.168.184.132.481 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405207 IP 192.168.184.132.1500 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405234 IP 192.168.184.132.1234 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405250 IP 192.168.184.132.3011 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405266 IP 192.168.184.132.1079 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405292 IP 192.168.184.132.webster > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405319 IP 192.168.184.132.5500 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405335 IP 192.168.184.132.4444 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405361 IP 192.168.184.132.1092 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405388 IP 192.168.184.132.33354 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405405 IP 192.168.184.132.5001 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405432 IP 192.168.184.131.58042 > 192.168.184.132.9100: Flags [none], win 1024, length 0
19:15:54.405506 IP 192.168.184.131.58042 > 192.168.184.132.3476: Flags [none], win 1024, length 0
19:15:54.405523 IP 192.168.184.131.58042 > 192.168.184.132.1045: Flags [none], win 1024, length 0
19:15:54.405549 IP 192.168.184.131.58042 > 192.168.184.132.5961: Flags [none], win 1024, length 0
19:15:54.405577 IP 192.168.184.131.58042 > 192.168.184.132.rootd: Flags [none], win 1024, length 0
19:15:54.405593 IP 192.168.184.131.58042 > 192.168.184.132.32781: Flags [none], win 1024, length 0
19:15:54.405620 IP 192.168.184.131.58042 > 192.168.184.132.10215: Flags [none], win 1024, length 0
19:15:54.405696 IP 192.168.184.132.9100 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405788 IP 192.168.184.132.3476 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405817 IP 192.168.184.132.1045 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405845 IP 192.168.184.132.5961 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405872 IP 192.168.184.132.rootd > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405889 IP 192.168.184.132.32781 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.405916 IP 192.168.184.132.10215 > 192.168.184.131.58042: Flags [R.], seq 0, ack 817860006, win 0, length 0
19:15:54.502092 IP 192.168.184.131.58042 > 192.168.184.132.1038: Flags [none], win 1024, length 0
19:15:54.502270 IP 192.168.184.131.58042 > 192.168.184.132.9575: Flags [none], win 1024, length 0
19:15:54.502295 IP 192.168.184.131.58042 > 192.168.184.132.2288: Flags [none], win 1024, length 0
19:15:54.502313 IP 192.168.184.131.58042 > 192.168.184.132.ldap: Flags [none], win 1024, length 0
